ID,VISIT,microb_large_emb_coord_1,microb_large_emb_coord_2,microb_large_emb_coord_3,microb_large_emb_coord_4,microb_large_emb_coord_5,microb_large_emb_coord_6,microb_large_emb_coord_7,microb_large_emb_coord_8,microb_large_emb_coord_9,microb_large_emb_coord_10,microb_large_emb_coord_11,microb_large_emb_coord_12,microb_large_emb_coord_13,microb_large_emb_coord_14,microb_large_emb_coord_15,microb_large_emb_coord_16,microb_large_emb_coord_17,microb_large_emb_coord_18,microb_large_emb_coord_19,microb_large_emb_coord_20
35,1,0.02220232343136787,0.02684049519511046,-0.03015239521092403,-0.0011555093939277878,0.01847429537926542,0.01654564071998326,0.004957755597351539,-0.12469305536024561,-0.031591387914953306,-0.020629050657048113,-0.014535375557693095,0.0738252088302219,0.1042053813411683,-0.20389954258007553,-0.006407322370895208,0.09312387760776113,0.033184129291772,-0.03846720160630868,0.12261216773036489,-0.024284230522446056
35,3,0.0075474058677703956,0.01603616464254664,-0.04318889293833191,0.016478690919700806,0.0316373806507291,0.053905713452001416,-0.005012936604326716,-0.1372025048347437,-0.050671717416653196,-0.05942855187082467,-0.048279525028421935,0.052736913601019744,0.07610179745558038,-0.2167094553022753,0.010087315390400864,0.03664430660452292,0.03471269703000313,-0.041374021800941345,0.12252899699168206,0.014646532642438434
36,1,0.01446729900334482,-0.038930890514502006,0.09340175076531804,-0.031722286809106694,0.06421787029386304,0.015471612832158343,-0.11521875688802108,0.016803543419635796,-0.031467257581469794,0.049969368678500325,-0.08248522986403348,0.04046556598778729,0.0836084499548165,0.06420272780342876,-0.009994191272870517,0.03545644958873872,-0.10773614304580122,-0.12031693494627821,-0.01585465133329076,0.0889298374339305
36,3,0.025507073888357695,0.03229674699346087,-0.04301960290031127,0.07144852719146375,-0.028170224807722775,0.00315586377666499,-0.051521371739822484,0.017638134395595,-0.025587420000617696,-0.024787637275629243,-0.03611412450736157,-0.017507686325975595,-0.012831293580237539,-0.0006658101614852243,0.019419248454124193,0.024285803988335967,0.00038526437081218474,0.00048727398464889636,0.010778595751783217,-0.021746517953858745
37,1,-0.000965207311347991,-0.09528732868201505,-0.02328588333448497,-0.07276560434873212,0.01468292675820731,0.0007748520839753466,0.0175388800436042,0.061174998813288396,0.030912277037265096,-0.20466986804742518,0.03565988367884322,-0.013511117336915781,0.08948621805507498,0.04634152347213801,0.07160096746864036,0.011255469892638434,0.08794916749943643,-0.0009361058123223508,-0.010967663762635811,-0.01249203555866499
37,3,-0.0034128542015864735,-0.11122429811730151,-0.01569072549490665,-0.0755125437058019,-0.001138036271872198,-0.0023255353566882736,0.013023601158262364,0.09039972414685389,0.03345811004638139,-0.23647513368301723,0.021659669389099724,-0.00380972453316368,0.17028603197709755,0.06796313179180516,0.06780289819708638,-0.00981592908860872,0.09481058800329742,0.04032903711115049,0.0008505369641061356,-0.06455928470757832
38,1,0.04182127952418967,-0.02944596933887862,0.12477036025088713,0.13031315834691734,0.06198152166812068,0.012043950170761833,0.11441383472035031,-0.015117272260904493,0.04408265176789376,0.004730208776843506,-0.043892768274569754,0.0632257165348784,-0.009185602026536897,0.03277732502497242,0.03439711220797002,-0.07531242815311338,0.03560685955739289,0.05313155824407844,-0.1067409117627803,0.07300771993435155
38,3,0.04458656599594953,-0.018565569763855806,0.12815766466708617,0.16435134952297178,0.053456234065848644,0.00845615099587885,0.1737355785136259,-0.004378731342807419,0.06247074183613849,-0.0031633862848087055,-0.017566401432172675,0.0850578655998015,-0.008794801391243095,0.059725944180980484,0.04778018970990776,-0.0380230626624017,0.017770085446009654,-0.01440287623589757,-0.02367764981790122,-0.008694541397146502
40,1,-0.12549913366697324,0.004941202739898775,-0.0026524862070739738,-0.014917137482570458,-0.00960675864812218,0.08353765556995553,0.0453741174891106,0.0726303359504641,-0.014129651630106209,0.1344524416243519,-0.0619081893347813,-0.0356820384895101,0.07442657315786334,0.005436113131942716,0.04868402536919463,0.02340063520947727,0.11200224183087787,0.00983917073385695,0.025113465774621768,0.02608087805473674
40,3,-0.061149690762458735,-0.057170821876392046,-0.041253859080240964,-0.03668846753612563,-0.021944937427467358,0.08457349804245644,0.06318176487392294,0.1384507757257559,-0.0022834533303025275,0.05985934189594992,-0.08209881644746894,0.05691848168316751,-0.031169229808925458,-0.07481500067487835,-0.10055050413833477,0.019248598894797325,0.017785690068128093,-0.00294734553144097,-0.03805514300134332,-0.10884848369317478
